1041843;1;;;513.9;117364;2019-03-09 23:06:41;4016803180845;IK2364;;1
35616;3;;;13.64;;2019-03-09 23:06:41;3030053052500;5250E;;1
1636;1;;;985.15;12080;2019-03-09 23:06:41;3596150001082;3268N;;1
1051058;4;;;797.05;;2019-03-09 23:06:41;3000000128527;CHROME-700;;1
1002191;0;;;27.59;119996;2019-03-09 23:06:41;3045385782469;TL365ETR;;1
1101844;0;;;712.8;;2019-03-09 23:06:41;0851299601140;ADN231BK;Sur commande;1
1133799;2;;;306.9;;2019-03-09 23:06:41;4951035055099;AVRX1500HBKE2;;1
1122910;33;;;249.3;;2019-03-09 23:06:41;7612985513357;5513357;;1
35321;0;;;40.0;;2019-03-09 23:06:41;3045388192029;DPA141;;1
1107643;0;;;1017.0;121851;2019-03-09 23:06:41;9005382210857;UWKES1752-21;;1
1042399;2;;;236.7;;2019-03-09 23:06:41;4242002914763;PPP6A2B20;;1
1133669;0;;;213.5;;2019-03-09 23:06:41;3221614003158;RH9256WO;;1
1095945;0;;;27.55;;2019-03-09 23:06:41;3179995050103;999505B0;;1
5351;0;;;1.25;;2019-03-09 23:06:41;4010056186548;DV54;;1
1129613;20;;;328.5;122344;2019-03-09 23:06:41;7332543674572;EW8H4812SC;;1
1017905;3;;;368.1;;2019-03-09 23:06:41;4242002861975;WOT24457FF;;1
90395;2;;;123.3;;2019-03-09 23:06:41;7612980529025;529025;;1
11032;2;;;1390.8;;2019-03-09 23:06:41;3596150161830;366102SABLE;;1
25097;0;;;12.6;;2019-03-09 23:06:41;3185280005505;E000550;;1
96019;0;;;110.7;46558;2019-03-09 23:06:41;5025232702213;RXD55AEGK;;1
1023685;0;;;29.9;;2019-03-09 23:06:41;3365601050425;FT1550;;1
1046177;1;;;417.6;55984;2019-03-09 23:06:41;3660767962170;DPI7574XP;;1
1038558;2;;;162.0;90810;2019-03-09 23:06:41;7332543499472;EHV6140FOK;;1
