ref;desc
"YMF1004801     ";"<h2>Caractéristiques produit</h2>
   
    <h2>Description produit</h2>
        <p>Le VAE urbain tout intégré. Son design élégant qui lui a valut le trophée de l'innovation design de l'année 2016 par LSA, est renforcé par des tubes hydroformés. Le cadre et la fourche ont été dessinés spécifiquement pour les dimensions de ce vélo pour un équilibre parfait des lignes. Pratique avec sa batterie amovible de 400 Wh 36 V (11,2 Ah) dissimulée dans le tube diagonal, ce VAE offre une autonomie jusqu'à 95 km. Puissant avec son moteur Tranz-X qui développe 70 Nm, le B21 sera le plus rapide en milieu urbain. Ses pneus « ballon » et ses freins à disque hydraulique le rendent confortable et sûr. Le B21 de Gitane permet d?utiliser de nombreux accessoires compatibles Racktime - dont les sacoches. Il suffit de les clipser pour profiter de la ville en toute sérénité.<br></p>
        
    <table class=""data-table"">
        <tbody>
            <tr><td><strong>Nom</strong></td><td>B21</td></tr>
            <tr><td><strong>Autonomie</strong></td><td>65 - 95 km</td></tr>
            <tr><td><strong>Batterie</strong></td><td>Intégré dans cadre, 36V - 11,6 Ah</td></tr>
            <tr><td><strong>Cadre</strong></td><td>Aluminium 6061 T6</td></tr>
            <tr><td><strong>Fourche</strong></td><td>Aluminium 6061 T6</td></tr>
            <tr><td><strong>Moteur</strong></td><td>Tranz-X, moteur central M25, 70 Nm max</td></tr>
            <tr><td><strong>Console</strong></td><td>Display à LED bluetooth</td></tr>
            <tr><td><strong>Chargeur</strong></td><td></td></tr>
            <tr><td><strong>Pédalier</strong></td><td>Plateau 44 dents</td></tr>
            <tr><td><strong>Jantes</strong></td><td>Aluminium 27,5 double paroi</td></tr>
            <tr><td><strong>Moyeux</strong></td><td>Shimano 36T, disques, 100 / 142 mm</td></tr>
            <tr><td><strong>Pneus</strong></td><td>Schwalbe Super Moto X SnakeSkin 27,5 x 2.40</td></tr>
            <tr><td><strong>Manettes</strong></td><td>Shimano Deore 10V</td></tr>
            <tr><td><strong>Dérailleur ar</strong></td><td>Shimano Deore Shadow 10V SGS</td></tr>
            <tr><td><strong>Dérailleur av</strong></td><td></td></tr>
            <tr><td><strong>Cassette</strong></td><td>Shimano Sprocket 10V, 11-34</td></tr>
            <tr><td><strong>Selle</strong></td><td>Tec Fero</td></tr>
            <tr><td><strong>Tige selle</strong></td><td>TranzX, aluminium 6061 T6, 31,6 x 350mm</td></tr>
            <tr><td><strong>Cintre</strong></td><td>TranzX, aluminium 6061 T6, 700 x 30 x 9°</td></tr>
            <tr><td><strong>Potence</strong></td><td>TranzX, aluminium 90 x 31,8 mm, ajustable</td></tr>
            <tr><td><strong>Freins</strong></td><td>Shimano BRM396, 180 / 180 mm</td></tr>
            <tr><td><strong>Garde_boue</strong></td><td>SKS</td></tr>
            <tr><td><strong>Porte bag</strong></td><td>Racktime aluminium</td></tr>
            <tr><td><strong>Couvre chaine</strong></td><td>Hebie Chainglider</td></tr>
            <tr><td><strong>Béquille</strong></td><td>Aluminium, fixation arrière</td></tr>
            <tr><td><strong>Eclairage</strong></td><td>Axa Pico 50 / Feu arrière Busch & Müller intégré</td></tr>
            <tr><td><strong>Pédales</strong></td><td></td></tr>
            <tr><td><strong>Coloris</strong></td><td>Noir</td></tr>
            <tr><td><strong>Tailles</strong></td><td>48</td></tr>
            <tr><td><strong>Poids</strong></td><td>23,40 kg</td></tr>
            <tr><td><strong>plus1</strong></td><td></td></tr>
            <tr><td><strong>plus2</strong></td><td></td></tr>
            <tr><td><strong>plus3</strong></td><td></td></tr>
        </tbody>
    </table>
     <table class=""data-table"">
        <tbody>
            <tr><td><strong>Ref</strong></td><td>YMF1004801     </td></tr>
            <tr><td><strong>Réf. parente</strong></td><td>YMF100</td></tr>
            <tr><td><strong>Marque</strong></td><td>Gitane</td></tr>
            <tr><td><strong>Designation</strong></td><td>B21 L.STYLE 7FR 10s TranzX    </td></tr>
            <tr><td><strong>Hauteur</strong></td><td>48</td></tr>
            <tr><td><strong>Famille</strong></td><td>E-BIKE CITY                             </td></tr>
            <tr><td><strong>Gencod</strong></td><td>3700772725527                 </td></tr>
        </tbody>
    </table>
    ";"<p>
            Vélo Gitane B21 L.STYLE 7FR 10s TranzX    <br>
            <strong>Batterie : </strong>Intégré dans cadre, 36V - 11,6 Ah<br>
            <strong>Autonomie : </strong>65 - 95 km</p>"
"YMG1043802     ";"<h2>Caractéristiques produit</h2>
   
    <h2>Description produit</h2>
        <p>Le VTT Gitane Kobalt vous séduira grâce à ses équipements de qualité et son look affirmé ! Il offre une grande polyvalence d'utilisation et des sensations assurées. Les plus produit : Composants TEC Obvius performants et fiables. Fourche Suntour avec 100 mm de débattement<br></p>
        
    <table class=""data-table"">
        <tbody>
            <tr><td><strong>Nom</strong></td><td>KOBALT Acera 24</td></tr>
            <tr><td><strong>Autonomie</strong></td><td></td></tr>
            <tr><td><strong>Batterie</strong></td><td></td></tr>
            <tr><td><strong>Cadre</strong></td><td>Aluminium 6061 T6</td></tr>
            <tr><td><strong>Fourche</strong></td><td>Suntour XCT-DS, 100 mm</td></tr>
            <tr><td><strong>Moteur</strong></td><td></td></tr>
            <tr><td><strong>Console</strong></td><td></td></tr>
            <tr><td><strong>Chargeur</strong></td><td></td></tr>
            <tr><td><strong>Pédalier</strong></td><td>Shimano FC-TY501, 42 x 34 x 24 170 mm</td></tr>
            <tr><td><strong>Jantes</strong></td><td>Tec SSP220, aluminium 27,5 , disc</td></tr>
            <tr><td><strong>Moyeux</strong></td><td>Alu, disques, 32T, 100 / 135 mm</td></tr>
            <tr><td><strong>Pneus</strong></td><td>Kenda Small Black Eight Pro 27,5 x 2.10 , 60 tpi</td></tr>
            <tr><td><strong>Manettes</strong></td><td>Shimano Altus, SL-M310, 24V</td></tr>
            <tr><td><strong>Dérailleur ar</strong></td><td>Shimano Acera, RD-M360 SGS</td></tr>
            <tr><td><strong>Dérailleur av</strong></td><td>Shimano Altus, FD-M310</td></tr>
            <tr><td><strong>Cassette</strong></td><td>Shimano Altus, CS-HG31-8, 11-32</td></tr>
            <tr><td><strong>Selle</strong></td><td>Tec Unicus</td></tr>
            <tr><td><strong>Tige selle</strong></td><td>Tec Obvius 27,2 x 350 mm</td></tr>
            <tr><td><strong>Cintre</strong></td><td>Tec Obvius Rise bar 700 x 31,8 x 15 x 9°</td></tr>
            <tr><td><strong>Potence</strong></td><td>Tec Obvius 60/70/80/90mm x 31,8 x 7°</td></tr>
            <tr><td><strong>Freins</strong></td><td>Tektro HD-M290 hydrauliques, 160 / 160 mm</td></tr>
            <tr><td><strong>Garde_boue</strong></td><td></td></tr>
            <tr><td><strong>Porte bag</strong></td><td></td></tr>
            <tr><td><strong>Couvre chaine</strong></td><td></td></tr>
            <tr><td><strong>Béquille</strong></td><td></td></tr>
            <tr><td><strong>Eclairage</strong></td><td></td></tr>
            <tr><td><strong>Pédales</strong></td><td>Résine - acier</td></tr>
            <tr><td><strong>Coloris</strong></td><td>Orange</td></tr>
            <tr><td><strong>Tailles</strong></td><td>38</td></tr>
            <tr><td><strong>Poids</strong></td><td>14,25 kg</td></tr>
            <tr><td><strong>plus1</strong></td><td>Composants TEC Obvius performants et fiables</td></tr>
            <tr><td><strong>plus2</strong></td><td>Fourche Suntour avec 100 mm de débattement</td></tr>
            <tr><td><strong>plus3</strong></td><td></td></tr>
        </tbody>
    </table>
     <table class=""data-table"">
        <tbody>
            <tr><td><strong>Ref</strong></td><td>YMG1043802     </td></tr>
            <tr><td><strong>Réf. parente</strong></td><td>YMG104</td></tr>
            <tr><td><strong>Marque</strong></td><td>Gitane</td></tr>
            <tr><td><strong>Designation</strong></td><td>KOBALT 27.3 8FR og 24s ACERA  </td></tr>
            <tr><td><strong>Hauteur</strong></td><td>38</td></tr>
            <tr><td><strong>Famille</strong></td><td>MTB                                     </td></tr>
            <tr><td><strong>Gencod</strong></td><td>3700772736738                 </td></tr>
        </tbody>
    </table>
    ";"<p>
            Vélo Gitane KOBALT 27.3 8FR og 24s ACERA  <br>
            <strong>Batterie : </strong><br>
            <strong>Autonomie : </strong></p><br>Composants TEC Obvius performants et fiables<br>Fourche Suntour avec 100 mm de débattement</p>"
"YMG1044301     ";"<h2>Caractéristiques produit</h2>
   
    <h2>Description produit</h2>
        <p>Le VTT Gitane Kobalt vous séduira grâce à ses équipements de qualité et son look affirmé ! Il offre une grande polyvalence d'utilisation et des sensations assurées. Les plus produit : Composants TEC Obvius performants et fiables. Fourche Suntour avec 100 mm de débattement<br></p>
        
    <table class=""data-table"">
        <tbody>
            <tr><td><strong>Nom</strong></td><td>KOBALT Acera 24</td></tr>
            <tr><td><strong>Autonomie</strong></td><td></td></tr>
            <tr><td><strong>Batterie</strong></td><td></td></tr>
            <tr><td><strong>Cadre</strong></td><td>Aluminium 6061 T6</td></tr>
            <tr><td><strong>Fourche</strong></td><td>Suntour XCT-DS, 100 mm</td></tr>
            <tr><td><strong>Moteur</strong></td><td></td></tr>
            <tr><td><strong>Console</strong></td><td></td></tr>
            <tr><td><strong>Chargeur</strong></td><td></td></tr>
            <tr><td><strong>Pédalier</strong></td><td>Shimano FC-TY501, 42 x 34 x 24 170 mm</td></tr>
            <tr><td><strong>Jantes</strong></td><td>Tec SSP220, aluminium 27,5 , disc</td></tr>
            <tr><td><strong>Moyeux</strong></td><td>Alu, disques, 32T, 100 / 135 mm</td></tr>
            <tr><td><strong>Pneus</strong></td><td>Kenda Small Black Eight Pro 27,5 x 2.10 , 60 tpi</td></tr>
            <tr><td><strong>Manettes</strong></td><td>Shimano Altus, SL-M310, 24V</td></tr>
            <tr><td><strong>Dérailleur ar</strong></td><td>Shimano Acera, RD-M360 SGS</td></tr>
            <tr><td><strong>Dérailleur av</strong></td><td>Shimano Altus, FD-M310</td></tr>
            <tr><td><strong>Cassette</strong></td><td>Shimano Altus, CS-HG31-8, 11-32</td></tr>
            <tr><td><strong>Selle</strong></td><td>Tec Unicus</td></tr>
            <tr><td><strong>Tige selle</strong></td><td>Tec Obvius 27,2 x 350 mm</td></tr>
            <tr><td><strong>Cintre</strong></td><td>Tec Obvius Rise bar 700 x 31,8 x 15 x 9°</td></tr>
            <tr><td><strong>Potence</strong></td><td>Tec Obvius 60/70/80/90mm x 31,8 x 7°</td></tr>
            <tr><td><strong>Freins</strong></td><td>Tektro HD-M290 hydrauliques, 160 / 160 mm</td></tr>
            <tr><td><strong>Garde_boue</strong></td><td></td></tr>
            <tr><td><strong>Porte bag</strong></td><td></td></tr>
            <tr><td><strong>Couvre chaine</strong></td><td></td></tr>
            <tr><td><strong>Béquille</strong></td><td></td></tr>
            <tr><td><strong>Eclairage</strong></td><td></td></tr>
            <tr><td><strong>Pédales</strong></td><td>Résine - acier</td></tr>
            <tr><td><strong>Coloris</strong></td><td>Gris</td></tr>
            <tr><td><strong>Tailles</strong></td><td>43</td></tr>
            <tr><td><strong>Poids</strong></td><td>14,25 kg</td></tr>
            <tr><td><strong>plus1</strong></td><td>Composants TEC Obvius performants et fiables</td></tr>
            <tr><td><strong>plus2</strong></td><td>Fourche Suntour avec 100 mm de débattement</td></tr>
            <tr><td><strong>plus3</strong></td><td></td></tr>
        </tbody>
    </table>
     <table class=""data-table"">
        <tbody>
            <tr><td><strong>Ref</strong></td><td>YMG1044301     </td></tr>
            <tr><td><strong>Réf. parente</strong></td><td>YMG104</td></tr>
            <tr><td><strong>Marque</strong></td><td>Gitane</td></tr>
            <tr><td><strong>Designation</strong></td><td>KOBALT 27.3 7FR grey 24s ACERA</td></tr>
            <tr><td><strong>Hauteur</strong></td><td>43</td></tr>
            <tr><td><strong>Famille</strong></td><td>MTB                                     </td></tr>
            <tr><td><strong>Gencod</strong></td><td>3700772722854                 </td></tr>
        </tbody>
    </table>
    ";"<p>
            Vélo Gitane KOBALT 27.3 7FR grey 24s ACERA<br>
            <strong>Batterie : </strong><br>
            <strong>Autonomie : </strong></p><br>Composants TEC Obvius performants et fiables<br>Fourche Suntour avec 100 mm de débattement</p>"
"YMG1044302     ";"<h2>Caractéristiques produit</h2>
   
    <h2>Description produit</h2>
        <p>Le VTT Gitane Kobalt vous séduira grâce à ses équipements de qualité et son look affirmé ! Il offre une grande polyvalence d'utilisation et des sensations assurées. Les plus produit : Composants TEC Obvius performants et fiables. Fourche Suntour avec 100 mm de débattement<br></p>
        
    <table class=""data-table"">
        <tbody>
            <tr><td><strong>Nom</strong></td><td>KOBALT Acera 24</td></tr>
            <tr><td><strong>Autonomie</strong></td><td></td></tr>
            <tr><td><strong>Batterie</strong></td><td></td></tr>
            <tr><td><strong>Cadre</strong></td><td>Aluminium 6061 T6</td></tr>
            <tr><td><strong>Fourche</strong></td><td>Suntour XCT-DS, 100 mm</td></tr>
            <tr><td><strong>Moteur</strong></td><td></td></tr>
            <tr><td><strong>Console</strong></td><td></td></tr>
            <tr><td><strong>Chargeur</strong></td><td></td></tr>
            <tr><td><strong>Pédalier</strong></td><td>Shimano FC-TY501, 42 x 34 x 24 170 mm</td></tr>
            <tr><td><strong>Jantes</strong></td><td>Tec SSP220, aluminium 27,5 , disc</td></tr>
            <tr><td><strong>Moyeux</strong></td><td>Alu, disques, 32T, 100 / 135 mm</td></tr>
            <tr><td><strong>Pneus</strong></td><td>Kenda Small Black Eight Pro 27,5 x 2.10 , 60 tpi</td></tr>
            <tr><td><strong>Manettes</strong></td><td>Shimano Altus, SL-M310, 24V</td></tr>
            <tr><td><strong>Dérailleur ar</strong></td><td>Shimano Acera, RD-M360 SGS</td></tr>
            <tr><td><strong>Dérailleur av</strong></td><td>Shimano Altus, FD-M310</td></tr>
            <tr><td><strong>Cassette</strong></td><td>Shimano Altus, CS-HG31-8, 11-32</td></tr>
            <tr><td><strong>Selle</strong></td><td>Tec Unicus</td></tr>
            <tr><td><strong>Tige selle</strong></td><td>Tec Obvius 27,2 x 350 mm</td></tr>
            <tr><td><strong>Cintre</strong></td><td>Tec Obvius Rise bar 700 x 31,8 x 15 x 9°</td></tr>
            <tr><td><strong>Potence</strong></td><td>Tec Obvius 60/70/80/90mm x 31,8 x 7°</td></tr>
            <tr><td><strong>Freins</strong></td><td>Tektro HD-M290 hydrauliques, 160 / 160 mm</td></tr>
            <tr><td><strong>Garde_boue</strong></td><td></td></tr>
            <tr><td><strong>Porte bag</strong></td><td></td></tr>
            <tr><td><strong>Couvre chaine</strong></td><td></td></tr>
            <tr><td><strong>Béquille</strong></td><td></td></tr>
            <tr><td><strong>Eclairage</strong></td><td></td></tr>
            <tr><td><strong>Pédales</strong></td><td>Résine - acier</td></tr>
            <tr><td><strong>Coloris</strong></td><td>Orange</td></tr>
            <tr><td><strong>Tailles</strong></td><td>43</td></tr>
            <tr><td><strong>Poids</strong></td><td>14,25 kg</td></tr>
            <tr><td><strong>plus1</strong></td><td>Composants TEC Obvius performants et fiables</td></tr>
            <tr><td><strong>plus2</strong></td><td>Fourche Suntour avec 100 mm de débattement</td></tr>
            <tr><td><strong>plus3</strong></td><td></td></tr>
        </tbody>
    </table>
     <table class=""data-table"">
        <tbody>
            <tr><td><strong>Ref</strong></td><td>YMG1044302     </td></tr>
            <tr><td><strong>Réf. parente</strong></td><td>YMG104</td></tr>
            <tr><td><strong>Marque</strong></td><td>Gitane</td></tr>
            <tr><td><strong>Designation</strong></td><td>KOBALT 27.3 8FR og 24s ACERA  </td></tr>
            <tr><td><strong>Hauteur</strong></td><td>43</td></tr>
            <tr><td><strong>Famille</strong></td><td>MTB                                     </td></tr>
            <tr><td><strong>Gencod</strong></td><td>3700772736745                 </td></tr>
        </tbody>
    </table>
    ";"<p>
            Vélo Gitane KOBALT 27.3 8FR og 24s ACERA  <br>
            <strong>Batterie : </strong><br>
            <strong>Autonomie : </strong></p><br>Composants TEC Obvius performants et fiables<br>Fourche Suntour avec 100 mm de débattement</p>"
"YMG1045302     ";"<h2>Caractéristiques produit</h2>
   
    <h2>Description produit</h2>
        <p>Le VTT Gitane Kobalt vous séduira grâce à ses équipements de qualité et son look affirmé ! Il offre une grande polyvalence d'utilisation et des sensations assurées. Les plus produit : Composants TEC Obvius performants et fiables. Fourche Suntour avec 100 mm de débattement<br></p>
        
    <table class=""data-table"">
        <tbody>
            <tr><td><strong>Nom</strong></td><td>KOBALT Acera 24</td></tr>
            <tr><td><strong>Autonomie</strong></td><td></td></tr>
            <tr><td><strong>Batterie</strong></td><td></td></tr>
            <tr><td><strong>Cadre</strong></td><td>Aluminium 6061 T6</td></tr>
            <tr><td><strong>Fourche</strong></td><td>Suntour XCT-DS, 100 mm</td></tr>
            <tr><td><strong>Moteur</strong></td><td></td></tr>
            <tr><td><strong>Console</strong></td><td></td></tr>
            <tr><td><strong>Chargeur</strong></td><td></td></tr>
            <tr><td><strong>Pédalier</strong></td><td>Shimano FC-TY501, 42 x 34 x 24 175 mm</td></tr>
            <tr><td><strong>Jantes</strong></td><td>Tec SSP220, aluminium 27,5 , disc</td></tr>
            <tr><td><strong>Moyeux</strong></td><td>Alu, disques, 32T, 100 / 135 mm</td></tr>
            <tr><td><strong>Pneus</strong></td><td>Kenda Small Black Eight Pro 27,5 x 2.10 , 60 tpi</td></tr>
            <tr><td><strong>Manettes</strong></td><td>Shimano Altus, SL-M310, 24V</td></tr>
            <tr><td><strong>Dérailleur ar</strong></td><td>Shimano Acera, RD-M360 SGS</td></tr>
            <tr><td><strong>Dérailleur av</strong></td><td>Shimano Altus, FD-M310</td></tr>
            <tr><td><strong>Cassette</strong></td><td>Shimano Altus, CS-HG31-8, 11-32</td></tr>
            <tr><td><strong>Selle</strong></td><td>Tec Unicus</td></tr>
            <tr><td><strong>Tige selle</strong></td><td>Tec Obvius 27,2 x 350 mm</td></tr>
            <tr><td><strong>Cintre</strong></td><td>Tec Obvius Rise bar 700 x 31,8 x 15 x 9°</td></tr>
            <tr><td><strong>Potence</strong></td><td>Tec Obvius 60/70/80/90mm x 31,8 x 7°</td></tr>
            <tr><td><strong>Freins</strong></td><td>Tektro HD-M290 hydrauliques, 160 / 160 mm</td></tr>
            <tr><td><strong>Garde_boue</strong></td><td></td></tr>
            <tr><td><strong>Porte bag</strong></td><td></td></tr>
            <tr><td><strong>Couvre chaine</strong></td><td></td></tr>
            <tr><td><strong>Béquille</strong></td><td></td></tr>
            <tr><td><strong>Eclairage</strong></td><td></td></tr>
            <tr><td><strong>Pédales</strong></td><td>Résine - acier</td></tr>
            <tr><td><strong>Coloris</strong></td><td>Orange</td></tr>
            <tr><td><strong>Tailles</strong></td><td>53</td></tr>
            <tr><td><strong>Poids</strong></td><td>14,25 kg</td></tr>
            <tr><td><strong>plus1</strong></td><td>Composants TEC Obvius performants et fiables</td></tr>
            <tr><td><strong>plus2</strong></td><td>Fourche Suntour avec 100 mm de débattement</td></tr>
            <tr><td><strong>plus3</strong></td><td></td></tr>
        </tbody>
    </table>
     <table class=""data-table"">
        <tbody>
            <tr><td><strong>Ref</strong></td><td>YMG1045302     </td></tr>
            <tr><td><strong>Réf. parente</strong></td><td>YMG104</td></tr>
            <tr><td><strong>Marque</strong></td><td>Gitane</td></tr>
            <tr><td><strong>Designation</strong></td><td>KOBALT 27.3 8FR og 24s ACERA  </td></tr>
            <tr><td><strong>Hauteur</strong></td><td>53</td></tr>
            <tr><td><strong>Famille</strong></td><td>MTB                                     </td></tr>
            <tr><td><strong>Gencod</strong></td><td>3700772736769                 </td></tr>
        </tbody>
    </table>
    ";"<p>
            Vélo Gitane KOBALT 27.3 8FR og 24s ACERA  <br>
            <strong>Batterie : </strong><br>
            <strong>Autonomie : </strong></p><br>Composants TEC Obvius performants et fiables<br>Fourche Suntour avec 100 mm de débattement</p>"
"YMG1073801     ";"<h2>Caractéristiques produit</h2>
   
    <h2>Description produit</h2>
        <p>Le VTT Gitane Kobalt vous séduira grâce à ses équipements de qualité et son look affirmé ! Il offre une grande polyvalence d'utilisation et des sensations assurées. Les plus produit : Cadre double butted, tapered. Fourche hydraulique Suntour. Pédalier avec emmanchement octalink<br></p>
        
    <table class=""data-table"">
        <tbody>
            <tr><td><strong>Nom</strong></td><td>KOBALT Deore 27</td></tr>
            <tr><td><strong>Autonomie</strong></td><td></td></tr>
            <tr><td><strong>Batterie</strong></td><td></td></tr>
            <tr><td><strong>Cadre</strong></td><td>Aluminium 6061 T6 rigide, double butted</td></tr>
            <tr><td><strong>Fourche</strong></td><td>Suntour XCT, hydraulic lock out, 100 mm</td></tr>
            <tr><td><strong>Moteur</strong></td><td></td></tr>
            <tr><td><strong>Console</strong></td><td></td></tr>
            <tr><td><strong>Chargeur</strong></td><td></td></tr>
            <tr><td><strong>Pédalier</strong></td><td>Suntour XCM-T410 PB, octalink , 40 x 30 x 22 170 mm </td></tr>
            <tr><td><strong>Jantes</strong></td><td>Tec SSP225, aluminium 27,5 , disc, Tubeless Ready</td></tr>
            <tr><td><strong>Moyeux</strong></td><td>Alu, center lock disques, 32T, 100 / 135 mm</td></tr>
            <tr><td><strong>Pneus</strong></td><td>Kenda Small Black Eight Pro 27,5 x 2.10 , 60 tpi</td></tr>
            <tr><td><strong>Manettes</strong></td><td>Shimano Alivio, SL-M4000, 27V</td></tr>
            <tr><td><strong>Dérailleur ar</strong></td><td>Shimano Deore, RD-M591 SGS</td></tr>
            <tr><td><strong>Dérailleur av</strong></td><td>Shimano Alivio, FD-M4000</td></tr>
            <tr><td><strong>Cassette</strong></td><td>Shimano Acera, CS-HG200-9, 11-34</td></tr>
            <tr><td><strong>Selle</strong></td><td>Tec Unicus</td></tr>
            <tr><td><strong>Tige selle</strong></td><td>Tec Obvius 27,2 x 350 mm</td></tr>
            <tr><td><strong>Cintre</strong></td><td>Tec Obvius Rise bar 700 x 31,8 x 15 x 9°</td></tr>
            <tr><td><strong>Potence</strong></td><td>Tec Obvius 60/70/80/90mm x 31,8 x 7°</td></tr>
            <tr><td><strong>Freins</strong></td><td>Shimano M315 hydrauliques, 160 / 160 mm</td></tr>
            <tr><td><strong>Garde_boue</strong></td><td></td></tr>
            <tr><td><strong>Porte bag</strong></td><td></td></tr>
            <tr><td><strong>Couvre chaine</strong></td><td></td></tr>
            <tr><td><strong>Béquille</strong></td><td></td></tr>
            <tr><td><strong>Eclairage</strong></td><td></td></tr>
            <tr><td><strong>Pédales</strong></td><td>Résine - acier</td></tr>
            <tr><td><strong>Coloris</strong></td><td>Rouge/Orange</td></tr>
            <tr><td><strong>Tailles</strong></td><td>38</td></tr>
            <tr><td><strong>Poids</strong></td><td>14,05 kg</td></tr>
            <tr><td><strong>plus1</strong></td><td>Cadre double butted, tapered</td></tr>
            <tr><td><strong>plus2</strong></td><td>Fourche hydraulique Suntour</td></tr>
            <tr><td><strong>plus3</strong></td><td>Pédalier avec emmanchement octalink</td></tr>
        </tbody>
    </table>
     <table class=""data-table"">
        <tbody>
            <tr><td><strong>Ref</strong></td><td>YMG1073801     </td></tr>
            <tr><td><strong>Réf. parente</strong></td><td>YMG107</td></tr>
            <tr><td><strong>Marque</strong></td><td>Gitane</td></tr>
            <tr><td><strong>Designation</strong></td><td>KOBALT 27.2 7FR red 27s DEORE </td></tr>
            <tr><td><strong>Hauteur</strong></td><td>38</td></tr>
            <tr><td><strong>Famille</strong></td><td>MTB                                     </td></tr>
            <tr><td><strong>Gencod</strong></td><td>3700772722809                 </td></tr>
        </tbody>
    </table>
    ";"<p>
            Vélo Gitane KOBALT 27.2 7FR red 27s DEORE <br>
            <strong>Batterie : </strong><br>
            <strong>Autonomie : </strong></p><p><strong>Les plus produit : </strong><br>Cadre double butted, tapered<br>Fourche hydraulique Suntour<br>Pédalier avec emmanchement octalink</p>"
"YMG1073802     ";"<h2>Caractéristiques produit</h2>
   
    <h2>Description produit</h2>
        <p>Le VTT Gitane Kobalt vous séduira grâce à ses équipements de qualité et son look affirmé ! Il offre une grande polyvalence d'utilisation et des sensations assurées. Les plus produit : Cadre double butted, tapered. Fourche hydraulique Suntour. Pédalier avec emmanchement octalink<br></p>
        
    <table class=""data-table"">
        <tbody>
            <tr><td><strong>Nom</strong></td><td>KOBALT Deore 27</td></tr>
            <tr><td><strong>Autonomie</strong></td><td></td></tr>
            <tr><td><strong>Batterie</strong></td><td></td></tr>
            <tr><td><strong>Cadre</strong></td><td>Aluminium 6061 T6 rigide, double butted</td></tr>
            <tr><td><strong>Fourche</strong></td><td>Suntour XCT, hydraulic lock out, 100 mm</td></tr>
            <tr><td><strong>Moteur</strong></td><td></td></tr>
            <tr><td><strong>Console</strong></td><td></td></tr>
            <tr><td><strong>Chargeur</strong></td><td></td></tr>
            <tr><td><strong>Pédalier</strong></td><td>Suntour XCM-T410 PB, octalink , 40 x 30 x 22 170 mm </td></tr>
            <tr><td><strong>Jantes</strong></td><td>Tec SSP225, aluminium 27,5 , disc, Tubeless Ready</td></tr>
            <tr><td><strong>Moyeux</strong></td><td>Alu, center lock disques, 32T, 100 / 135 mm</td></tr>
            <tr><td><strong>Pneus</strong></td><td>Kenda Small Black Eight Pro 27,5 x 2.10 , 60 tpi</td></tr>
            <tr><td><strong>Manettes</strong></td><td>Shimano Alivio, SL-M4000, 27V</td></tr>
            <tr><td><strong>Dérailleur ar</strong></td><td>Shimano Deore, RD-M591 SGS</td></tr>
            <tr><td><strong>Dérailleur av</strong></td><td>Shimano Alivio, FD-M4000</td></tr>
            <tr><td><strong>Cassette</strong></td><td>Shimano Acera, CS-HG200-9, 11-34</td></tr>
            <tr><td><strong>Selle</strong></td><td>Tec Unicus</td></tr>
            <tr><td><strong>Tige selle</strong></td><td>Tec Obvius 27,2 x 350 mm</td></tr>
            <tr><td><strong>Cintre</strong></td><td>Tec Obvius Rise bar 700 x 31,8 x 15 x 9°</td></tr>
            <tr><td><strong>Potence</strong></td><td>Tec Obvius 60/70/80/90mm x 31,8 x 7°</td></tr>
            <tr><td><strong>Freins</strong></td><td>Shimano M315 hydrauliques, 160 / 160 mm</td></tr>
            <tr><td><strong>Garde_boue</strong></td><td></td></tr>
            <tr><td><strong>Porte bag</strong></td><td></td></tr>
            <tr><td><strong>Couvre chaine</strong></td><td></td></tr>
            <tr><td><strong>Béquille</strong></td><td></td></tr>
            <tr><td><strong>Eclairage</strong></td><td></td></tr>
            <tr><td><strong>Pédales</strong></td><td>Résine - acier</td></tr>
            <tr><td><strong>Coloris</strong></td><td>Noir</td></tr>
            <tr><td><strong>Tailles</strong></td><td>38</td></tr>
            <tr><td><strong>Poids</strong></td><td>14,05 kg</td></tr>
            <tr><td><strong>plus1</strong></td><td>Cadre double butted, tapered</td></tr>
            <tr><td><strong>plus2</strong></td><td>Fourche hydraulique Suntour</td></tr>
            <tr><td><strong>plus3</strong></td><td>Pédalier avec emmanchement octalink</td></tr>
        </tbody>
    </table>
     <table class=""data-table"">
        <tbody>
            <tr><td><strong>Ref</strong></td><td>YMG1073802     </td></tr>
            <tr><td><strong>Réf. parente</strong></td><td>YMG107</td></tr>
            <tr><td><strong>Marque</strong></td><td>Gitane</td></tr>
            <tr><td><strong>Designation</strong></td><td>KOBALT 27.2 8FR bk 27s DEORE  </td></tr>
            <tr><td><strong>Hauteur</strong></td><td>38</td></tr>
            <tr><td><strong>Famille</strong></td><td>MTB                                     </td></tr>
            <tr><td><strong>Gencod</strong></td><td>3700772736776                 </td></tr>
        </tbody>
    </table>
    ";"<p>
            Vélo Gitane KOBALT 27.2 8FR bk 27s DEORE  <br>
            <strong>Batterie : </strong><br>
            <strong>Autonomie : </strong></p><p><strong>Les plus produit : </strong><br>Cadre double butted, tapered<br>Fourche hydraulique Suntour<br>Pédalier avec emmanchement octalink</p>"
